sample_id,prediction
0,-0.0012243030740461687
1,0.0008397308669387285
2,0.00012347173927979967
3,0.0003509206653817198
4,0.0005985906192354632
5,-0.0022023484104253103
6,0.0006898817283561774
7,-6.137888422665027e-05
8,-0.00011943972971544191
9,-2.4783482034097042e-05
10,-0.0001641354154860061
11,0.0011968632136394527
12,0.0005549437366434797
13,5.377711103955413e-05
14,0.00034279003729238163
15,0.0030585274399767283
16,-0.00034195948963493256
17,-0.0007797244608644532
18,-0.0005603669332196126
19,0.0007841489377851948
20,-0.00016237592158593002
21,0.0011773170878227118
22,0.0022657552639466657
23,-1.753395681351951e-05
24,-0.0007324582144896866
25,-0.00037401751842817325
26,0.0003837389135004286
27,0.00033387825176903164
28,-0.00194062065866428
29,3.795099204251912e-05
30,-0.0009640255712355239
31,0.0005710294500611605
32,-0.0006659187580810094
33,0.0034044055885760743
34,0.000961057714592951
35,-0.0008586860849172578
36,-0.0008749081903918645
37,0.004001310606640127
38,-0.0001611666583341088
39,-0.0009742629827691754
40,0.0004961541536142478
41,0.0005165550470891735
42,-0.0005534800179938679
43,-0.00016270133430855576
44,0.0008124622694944064
45,-0.002700534055224531
46,0.0015784306190718236
47,0.00022618036946112026
48,-0.0017149798267135801
49,2.1990576617753837e-05
50,-0.0006526460991087917
51,-0.00011135025323053478
52,-0.0027673037980923986
53,-0.0001506438076409719
54,0.0006789049029294433
55,0.00047841708523602714
56,0.0007272764797335694
57,-0.00023948969703204163
58,0.0021925856290069055
59,0.000787437646366863
60,-0.00060413957749677
61,0.00015946906026769142
62,-0.003403105856088173
63,-0.0003791073155279698
64,0.0001466585988399804
65,-7.801799686338265e-06
66,-0.0005037262590169802
67,0.0008271916134666364
68,-0.000329575116137086
69,0.003216368963623934
70,-0.0007724811647578492
71,-0.0010270533471783176
72,0.0010548318459884692
73,0.0009706672586645724
74,-0.000711700443595071
75,0.0009043686506984461
76,0.00033793342683962875
77,-0.0005609878430481361
78,0.00012637958317984117
79,0.00039475669864513877
80,-0.0005522756433125174
81,-0.00014822706792546562
82,-0.0007257141009563173
83,-2.2612670827511303e-06
84,-0.0006035878831063878
85,0.0006434241085642115
86,0.0003281432076612635
87,-0.0016978347294818144
88,0.0008940378576855398
89,-0.0007295479846243999
90,0.001337244085753764
91,0.001145837859023097
92,-0.0007499545219447549
93,-0.0005435994604094872
94,-0.001153624389062971
95,-0.0002270034768494341
96,0.0005614143706375341
97,-0.001836524179004324
98,-0.0022121630949856388
99,-0.0010508161646208582
100,-0.0007066730887209258
101,-0.0015892761527328855
102,-0.0019230094851860667
103,0.0009138592547088008
104,-0.0005028531545275165
105,-0.0012402344945981328
106,0.00040770460846392724
107,-0.001073509633984806
108,-0.0007788925840444879
109,-0.0005562565520389281
110,0.0007622868988439305
111,0.0009465082479522262
112,-0.0005017181031889813
113,0.0011269905430449873
114,-8.450860166216251e-05
115,0.000762070964399033
116,0.000293611339006562
117,0.0007949460493194542
118,6.0311097649897255e-05
119,0.00028367591073082734
120,-0.0011138596392588442
121,0.0005471079387087119
122,-0.0008751113451056009
123,0.0014117399190625318
124,-0.0010109888731309725
125,-0.00017714719664496626
126,0.0005672873884957891
127,0.0005577915254611354
128,4.6623461990462756e-05
129,0.0024410033970535543
130,-0.00019339708797252043
131,0.002033972138172939
132,-0.0005696404504800267
133,0.0003223938509144615
134,4.152366751958801e-05
135,0.003130317780323519
136,0.0005363200499027863
137,0.00026272757780529496
138,0.00030213839106753494
139,0.001132148763755063
140,-0.000592221068215897
141,-0.0008507682778785616
142,0.0021620933142413924
143,0.00011209058920236023
144,6.391046643162003e-05
145,-0.0006381279306218893
146,-0.0004957545936196173
147,-0.00010090339255114767
148,-1.382482635084803e-05
149,0.0006212353954189086
150,-0.0031259034241261753
151,-0.0011560189269313023
152,0.0017066271540286148
153,0.0011020652619961784
154,-0.0018379436851372868
155,0.0006309195873544479
156,0.0009136356408857394
157,0.000922728367801599
158,-0.0008091294806924042
159,-1.1647369453525899e-05
160,-0.0022691595968576503
161,-0.0010284488751644775
162,-0.000552656351114581
163,0.005949778338589604
164,0.0003201536334295833
165,-0.0005642802214733633
166,-0.0003234711914425066
167,0.0011604423102837247
168,0.0018894305114822315
169,-0.00015439082982184705
170,-0.0009259923390935837
171,-0.00031728504080185766
172,0.000715307413481559
173,-9.548081670352389e-05
174,-0.0029942543041342915
175,0.002348360890949801
176,-0.00033187412202419914
177,0.00020436733650133272
178,0.00024318312578699576
179,-0.0009149142896190853
180,0.0004816591414373309
181,0.0008911139794107072
182,0.0010296807932367292
183,0.00021622729159943016
184,-0.0016922631782878732
185,0.00042975836287080955
186,0.004488778453922974
187,0.0007226954375003978
188,2.9670462447653446e-05
189,0.0016565814772912149
190,-0.0004594521697973198
191,-0.0003898673174349237
192,-0.00062576016013065
193,0.003509891183977849
194,0.0006194833895610248
195,-0.0003092047909638855
196,0.0004920793576304073
197,-0.0006866958477968344
198,-0.0001592162516856836
199,0.0008875303569162567
200,-0.003226169735201959
201,0.0007499251100010248
202,-0.00045909726986824185
203,-9.514930836085412e-05
204,-0.001828275562808201
205,-0.0005785600748139579
206,-0.001089636462434946
207,0.003725517819474524
208,-0.0019175414909716054
209,-0.001767181627308163
210,0.0007157991306421094
211,0.00015784891483655632
212,0.0006874036087346589
213,0.0013175749365538505
214,0.0005601311126505236
215,-0.0003941176601457408
216,-0.00023153067243012108
217,0.0006551667947780896
218,0.0008739665032343313
219,0.001258402515907014
220,-0.0010325763664359058
221,0.0008019382250541126
222,8.493562420561568e-05
223,-0.0006615688616414891
224,-0.00013708321864048975
225,0.0006985151162337634
226,0.0008658127973754862
227,0.0012595776446866977
228,0.0008794335704208597
229,0.0004846143216635448
230,-0.0009956381476094345
231,0.00024530414676921154
232,0.0026974715376995753
233,0.00031199994732935714
234,-0.0002366557724074249
235,-0.000753082311946464
236,0.001146728273147729
237,-0.0021928534420292923
238,-0.0002934630868971566
239,-0.00011044077406476383
240,-0.0007185176726144957
241,8.866820462499879e-05
242,0.0015471095078073813
243,0.0003415121918856355
244,-0.0005045541140067678
245,0.0005890386864053579
246,-0.00010787825662219719
247,-5.293148824427693e-05
248,0.0006705664885901936
249,0.0007142405076753773
250,0.001072801567059853
251,0.001425743320429257
252,-0.001825847231649708
253,-0.00042659748084630957
254,0.0002050977082455529
255,0.0002851001709865571
256,-0.0009820392912863263
257,-2.56998326184962e-05
258,-0.0009023623173216429
259,-0.0001491066075556715
